"date","title","url","likes","dislikes","recommendationsToOthers","businessProplemsAndSolutions","stars"
"July 30, 2018","""Transitioned to Cision from Vocus""","https://www.g2crowd.com/products/cision/reviews/cision-review-822460","Access to tens of thousands of journalists is supremely useful for a PR company. It also does a great job of tracking insights like tone and monitoring where your organization appears in the news.","The Interface can be clunky. Contact information for reporters is frequently outdated. The software is also very expensive and customer service is difficult to deal with in my experience. ","I would highly reccomend Cision to public relations groups looking to track analytics and send mass, organized emails. ",,"3.5"
"July  3, 2018","""Helps make life easy!""","https://www.g2crowd.com/products/cision/reviews/cision-review-54909","Ease of use, great monitoring tool and the daily alerts are key for keeping us up-to-date with overnight news. New influencer streams are interesting. Cision is also the best we've found for distributing our releases to the media. ","Our organization's name makes it hard to track easily but Cision (formerly Vocus) support has worked with us on narrowing our keyword searches. ","It has a lot of capabilities, just make sure that you train yourself properly in it's use to be able to get the most out of it. I love their video how-to's and have recommended them to our interns who are looking to build their skills. ",,"4"
"July 17, 2017","""Gets the press releases on the wire""","https://www.g2crowd.com/products/cision/reviews/cision-review-314246","Without a doubt, Cision gets the job done. It's simple enough to use, and only took a few days for me to feel confident with distributions. The experience is all very guided, especially with the separate sections when it comes to actually uploading the release","Few things I dislike: 1) That links within the body of the release don't transfer over when you copy and paste - it's just more time consuming to have to redo the links and 2) the formatting doesn't transfer over. As far as I can tell, there's no way to add bullet points within Cision, so you have to use hyphens and redo the formatting when you copy and paste something over and 3) I wish you could upload an image directly to the particular release, rather than into your Cision library, and then onto the release. 

None of these are absolutely glaring items - just little things that would speed up the process of press release distribution and make the overall experience better. ",,,"3"
"May  4, 2018","""Useful Platform""","https://www.g2crowd.com/products/cision/reviews/cision-review-685155","Cision is great when it comes to collecting information on influencers and media outlets. ","It takes a lot of getting used to to be used effectively. Additionally, information is often outdated or lacking. ","I'm sure we are not using Cision to it's full capacity. We use it for a very specific needs, new users would probably do well to explore further. ",,"3"
"July 11, 2017","""Cision PR""","https://www.g2crowd.com/products/cision/reviews/cision-review-329134","I've only used Cision twice, both times to send out Press Releases for our company.  I really liked that it automatically gives you analytics on who's picked up the article.  It also gives you recommendations for who you should send it to, depending on your region or field of work that the article is related to.  I also like how it already guides you to format the press release correctly and will score you depending on the amount of information you've included.","It's not the easiest to understand at first.  There are a lot of ways to send out a PR and it doesn't exactly guide you to which way you should start with, depending on the type of release you're putting out.  I also wish there was more ease in adding news outlets - right now you have to add each individually.",,,"3"
"June 28, 2017","""Good idea but hard to use interface""","https://www.g2crowd.com/products/cision/reviews/cision-review-320791","It was great being able to see all the media contacts relavant to your organization within a certain distance. I enjoyed using key word searches as well as finding all media mentions of our organization. The option of the contact information is helpful including preferred contact method for said contact.","The interface is hard to use and is extremely hard to search in an efficient manor. For example, I'm looking for all media sources that could be interested in writing about interior design within 100 mile radius of Chicago. Once the search results pop up it's difficult to see if the company is really a good match for your organization. Also, would be nice if there was a way to directly contact them through CISION. The contact information needs to be updated. Many people I tried calling had left the company years ago which resulted in an embarrassing apology on my part multiple times.",,,"1"
"June 23, 2017","""Cision Review""","https://www.g2crowd.com/products/cision/reviews/cision-review-315836","It makes it easier to create press lists for multiple markets at once, which is essential for the massive pitches we send out weekly. It also makes it easier find outlets in different DMA markets (local and national) and track press placements we wouldn't normally find online and also see their overall press value.The analytics would be very beneficial for my team, but we do not pay for that feature. ","I have run into many occasions where the contact information is incorrect and I either get a bounce-back email or a very angry response. Cision also does not pick up as many press placements as I would like. I tend to find more on Google or through a very specific online article or blog search than on Cision. It can't pick up a name that has been hyperlinked, which I have talked about with my sales rep many times! Annoying! I think by now, that should be something that can be fixed. ","If you're wanting it for media tracking and contact searches, I highly recommend! ",,"4"
"September  5, 2017","""Cision""","https://www.g2crowd.com/products/cision/reviews/cision-review-384824","Lots of data available through this platform. Cision makes it easy to pull reports, and provides access to both media contacts and helpful resources. There are some good articles online, and even though some contacts are out of date, overall most of the lists provide access to the latest information. ","Don't like the updated Cision platform (search feature). Preferred old Cision. New search function is not as intuitive or easy to navigate, although the design is clearer and bigger.","It's a helpful tool with a number of resources relevant for a variety of needs. Very helpful in connecting with people and building networks. Design could be improved but overall a good tool.",,"4"
"December 19, 2017","""How I use Cision""","https://www.g2crowd.com/products/cision/reviews/cision-review-510075","The service is helpful for finding contacts and new outlets on certain topics. I like the ability to find more information on media outlets.","I find that the information can be outdated for email addresses and titles of media contacts. I've also had trouble with the search feature not recognizing an outlet's URL or name and having difficulty finding that outlet's information.",,,"3.5"
"August 21, 2017","""Huge timesaver for research, news release distribution""","https://www.g2crowd.com/products/cision/reviews/cision-review-373419","The integration with PRNewswire has streamlined our process for researching media targets and distributing a news release. It's nice to have it all in one place. ","The media list isn't always totally updated. It's understandable since reporters and producers move around so much but it always seems like it takes a while before it's updated. I am only able to catch mistakes with markets I'm super familiar with but always wonder if I'm hitting the right inboxes in ones I don't know as well. ",,,"4"
"January 25, 2018","""New To Cision""","https://www.g2crowd.com/products/cision/reviews/cision-review-587161","Cision is a very powerful tool that is helping us with our digital marketing reach and web monitoring for markets that we work with as well as our company mentions.  Their webinars to help train us on best practices in using their platform have been most helpful and their instructors have always been available for any questions or concerns we have.","Wish there was more integration with LinkedIn since it is the most widely used social media platform for business.","Buy it if you want to strengthen your marketing stack.",,"5"
"June  6, 2017","""The best tool in PR""","https://www.g2crowd.com/products/cision/reviews/cision-review-305314","I love that almost every outlet you'd need to search for is there. The stats and breakdown of titles and topics really helps me find who I'm looking for. I also like that you can easily search by markets and specific locations. The export tool is great because I can pull contacts quickly and export them to a spreadsheet to use which makes building media lists quick and efficient.","I wish cision automatically saved all the searches you created and that multiple people can be logged in on one account. I also dislike that at times the contacts listed can be outdated and incorrect. I've run into that more than a couple of times. I can usually locate the right contact after but I'd rather have it on the first try. I also don't like that when you copy/export contacts to google docs or excel the phone number often gets messed up since it recognizes it as a command and not a plus sign in a number.","I would definitely play around on it for a little while. The tutorial is helpful but it's much more useful to use learn on your own. You learn as you go so even if the tutorial seems like a lot it's really not as confusing and complicated as it seems.",,"4"
"May 17, 2016","""Headache""","https://www.g2crowd.com/products/cision/reviews/cision-review-131236","Cision allows you to export the results of a database search, even though the export tool is wonky and in a format that needs to be converted. ","Database is not up-to-date. Menus are lengthy and search offers you to specify criteria that it seems to not actually have data for, not to mention that you don't even know what some of them refer to. For example, when I export a list of coverage there are about 50 options for data types that I can include in the spreadsheet (""Collateral attach extension"", ""news aspirational peers mentions"" etc.). Why can't I get basic impressions/view counts for all of the coverage I pull?

The search function also misses a lot of articles, so I end up having to go back to Google News anyways. Not to mention I have to copy and paste all of the URLs into my spreadsheet b/c for some reason Cision can't export those  ","Don't do it, there are better tools out there, both in terms of user friendliness and data accuracy. ",,"0"
"July  6, 2017","""Cision is useful, but the information could be more up to date""","https://www.g2crowd.com/products/cision/reviews/cision-review-309527","I like the search function the best. When I am looking for media targets in a certail location that cover a certain area, it is very useful.","I've found the information is sometimes out of date. Reporter information needs to be updated on a more current basis. I've found services like Gorkana and MuckRack typically have more up to date (even real-time) contact information.","Cision is great for media and PR needs",,"3"
"May 31, 2017","""Cision Review""","https://www.g2crowd.com/products/cision/reviews/cision-review-300186","the use of the Cision tool/ PR Web is easy and very effective for our business needs. copying and pasting within the press release editor quick, and the prompts on screen are helpful. I also like how I can go back and edit my release before its finally ""sent."" I also really like the review feature so we can track the activity of  the release. ","I do not like how I am unable to see more about the regions I am sending my releases to. I want to know more about each list. I am also disappointed that when we ""upgraded"" to a package, I did not notice much of a difference. Yes, it shows me that the release was picked up by more sights but we are not seeing any benefit to that as a business.  ","The release packages aren't that great and therefore are not needed to get the job done. Overall a good way to distribute releases. ",,"4"
"December 28, 2017","""Great Tool to find media connections""","https://www.g2crowd.com/products/cision/reviews/cision-review-412048","I like that I can create lists based off what account I am working on and its needs. In addition, I love that I can distribute a press release through Cision and see who has opened it, etc. ","Sometimes the media contacts are not always current, so it can feel tedious to double check and make sure that the contact is still there. ","I would recommend that you do the Cision training to fully maximize your use of this tool.",,"4.5"
"July 21, 2017","""Easy to use with friendly and accessible account managers""","https://www.g2crowd.com/products/cision/reviews/cision-review-340265","The platform is constantly evolving and easy to use. They were recently acquired by PR Newswire so their platform is very streamlined to work in conjunction with that system, but is also great for anyone that uses BusinessWire. Press lists are very easy to build, press release templates are more customizable and news is quick to search for.","With all things, it is still evolving, but the new platform is more advanced and streamlined than the previous. I think there are a lot of things you don't use that you still pay for, but it's difficult to master every aspect of this program.","Take the time to have your account manager train you and take as many online tutorials/ classes you can.",,"4.5"
"July 28, 2017","""Great Resources for PR Pros""","https://www.g2crowd.com/products/cision/reviews/cision-review-350734","I know there are others in the market, but I don't think any other software compares to Cision when it comes to media database details. We used it for list building and some reporting. I loved it for list building. ","Edcals never really seemed to line up with the publications. I realize that's a tough one, but it would have been a great feature to see work the way it was supposed to. ","As I said before, there are a few other players in the space, but I don't believe the others compare. It's a reliable tool and an absolute necessity if you're working in PR or marketing communications to have a subscription. ",,"4"
"April 20, 2017","""A useful tool, but requires some proofing""","https://www.g2crowd.com/products/cision/reviews/cision-review-272673","Cision allows me to fairly accurately track media mentions for my clients. Though there are glitches in the system, I find that most of the clippings I need are there. Similarly, the media contacts in the list building function are usually accurate. One of the best features in the media list building function is the ability to see the journalist comments. It is easy to tell which journalists are most likely to entertain your pitch, as the bios usually contain direct quote. ","The search terms functions often yield inaccurate results. Mentions may not include my client or may be pulled from websites where my client advertises. When building a media list, do your due diligence before hitting ""send."" Contacts are usually updated fairly quickly, but I have found that some contacts are listed in their previous job roles.","Come prepared with questions for your representative to make sure the software will provide you with all of the features you need. ",,"2.5"
"July  6, 2018","""Great Onboarding, Simple Interface""","https://www.g2crowd.com/products/cision/reviews/cision-review-760546","The team that onboards you to Cision is one of the best I've encountered. We've tried a number of competitors and Cision is the best combination of simple and powerful that I've seen across the spectrum.","Cision, like most other products structured the way Cision is, doesn't offer broad social listening - there's no 'what's trending now' feature. Likewise, Cision is limited in your ability to think of what you want to keep tabs on. For example, we want to keep tabs on celebrity mothers - but doing so via keyword is tedious and comes back with false hits as often as not. ","Add a trending function - similar to Twitter's top trends. This is a simple addition that will make tons of your users happier.",,"5"
"September 19, 2017","""Efficient Product, Does the Job Just Not Perfect""","https://www.g2crowd.com/products/cision/reviews/cision-review-393453","Cision has MOST reporters and outlets that I'm looking for, which is important when looking for a specific person or when I need to contact someone at a specific outlet.","Frequently I find that the contact information provided is outdated; emails bounce, people no longer work there or phone numbers don't work. It can also be very hard to refine your search and the program can occasionally be slow to load for certain functions.","Search in various ways for information -- by name and outlet. Be sure to review lists before sending something to all of them -- just because you set certain parameters doesn't mean that every one is included in that list and/or that everyone the program automatically included actually fits your parameters.",,"3.5"
"June 27, 2017","""Cisoin Review - Clarification Matters""","https://www.g2crowd.com/products/cision/reviews/cision-review-317990","I like the Cision dashboard, because its fairly easy to quickly navigate and get information at a glance. ","The Cision ""Connect"" seems to really be lacking but I think it has a tremendous amount of potential.","Its good if you want to target ""influencers"" aka their media contacts, but otherwise if you really want to engage with your customers its severely lacking in that area. I'd recommend coupling Cision with another software if you want more of the social media management aspect but its good for PR specifically. ",,"3"
"March 31, 2017","""Nonprofit PR made the switch to Vision""","https://www.g2crowd.com/products/cision/reviews/cision-review-257508","Our nonprofit organization made the switch to Cision two weeks ago, and we've already gathered more information from our analytics than ever before. Cision does something our previous platform did not: it tracks the value of each mention based on a number of variables.
There is also an option to enter URLs manually to add media mentions to coverage that Cision's searches may have missed (and it has been hit or miss so far)","The biggest gripe is that only one user can be logged in to an account at a time.","The array of tools available to track and analyze media mentions are worth the price alone; Being able to send releases and organize lists is a bonus.",,"3"
"March 30, 2017","""It's usually not awful""","https://www.g2crowd.com/products/cision/reviews/cision-review-253826","For all of the services included, it is a good deal, also as they purchase new companies the opportunity for services is increasing. They also allow you to live chat with technical support, and so you are usually able to talk to someone quickly. ","Frequent technical problems, some last days, and cause major disruptions. They are investing heavily in the company, but in my opinion they switched over from their old cisionpoint system to the new cision communications cloud service too soon, and the system wasn't ready. Several important features from the old tool did not make it, the new one frequently has problems. ","Be prepared for technical problems. Also remember to manually update your lists, as Cision will not help with that. They are constantly updating their database, but you will have update your lists on your own. They are heavily investing in the company with mergers and acquisitions. Take advanatage of their connections and HARO, Profnet, PR News Wire to get the best use out of Cision. ",,"3"
"December 15, 2017","""Easy to use Tool for PR Novices and Pros Alike ""","https://www.g2crowd.com/products/cision/reviews/cision-review-55105","It's easy to quickly look up press contacts, create and export lists and use filters to sort and find exactly what information you need. Press contacts can be outdated and need to be updated more frequently. ","It can be difficult to find what you need if you don't know the exact spelling or call sign of the station or show. The database needs to be updated more frequently when journalists change outlets or positions. The ""opportunities"" functionality can be lacking. ","I don't think there's a better program out there. It's the best one on the market. ",,"4"
"February  1, 2018","""Cision is great for media lists & distribution of releases""","https://www.g2crowd.com/products/cision/reviews/cision-review-602313","Cision is constantly updating media contacts nationally. This saves a ton of time & gives you the piece of mind of knowing that when you send out a release, that it is going to the right people & that emails won't bounce back. It makes curating national media lists easy. ","The social media posting aspects need some work. You have to use an image URL & fill out an Excel spreadsheet if you want to schedule posts in bulk. The social media reporting still needs work as well. Cision only records stats on the posts that are scheduled through Cision. Overall, if you work with social media often you will need to purchase another platform. ",,,"3.5"
"October  6, 2017","""Simple PR Distribution""","https://www.g2crowd.com/products/cision/reviews/cision-review-363942","It's relatively easy to sign in, create a new listing, and add some target groups. It's great being able to send off a PR in under 5 minutes after it's been written up and we're ready to distribute.","The UI/UX could definitely use some improvements.","You can get a great deal buying a package of Press Releases (bundling 12 PR's, for example), with advance features for the price of a basic release. If you can afford it up front, it's well worth it and you'll save cash. ",,"3.5"
"March  9, 2018","""cision is great""","https://www.g2crowd.com/products/cision/reviews/cision-review-641588","cision is great... it neatly gives you relevant reporters contact information and info on what they cover","sometimes cision is outdated or just inaccurate. it would be great if they could do a better job keeping up with media and omitting journalists and producers who no longer work with certain publications ","great product, just sometimes outdated ",,"5"
"September 14, 2017","""Best in the business""","https://www.g2crowd.com/products/cision/reviews/cision-review-391071","Cision's media database is the best in this space. It's the most robust, allowing for easier list building. The support staff is super responsive and helpful each time I reach out with questions.","This is currently no hierarchy to add media members to lists (ex: travel editor, then managing editor, then editor, then staff writer), but that may be due to the fact that publication staffs are much smaller now.","Cision is the best in the business. No media database is perfect, but Cision is the market leader!",,"5"
"February  7, 2017","""Great media monitoring and media contact platform. ""","https://www.g2crowd.com/products/cision/reviews/cision-review-211859","Most comprehensive media database in the industry. Allows us to easily monitor a wide variety of topics, keywords, etc. for our brand. The tool lets you search from a huge list of criteria. ","Interface is outdated and sometimes hard to navigate. The search feature, although very comprehensive, is hard to navigate and confusing to most users. ","This is still the best media monitoring and media contact database out there. The industry is definitely getting more competitive but Cision is working/has made updates to their tool. ",,"4.5"
"July 18, 2017","""Great PR Tool""","https://www.g2crowd.com/products/cision/reviews/cision-review-336577","Cision is a great tool for identifying media influencers and reporters. It is fast and easy to create media lists and manage your relationships through this channel. The media updates they provide are also helpful. ","I've found that the contact information in their database is often out of date. The database also does not recognize duplicate contacts, or offer a very useful explanation of if a writer contributes to multiple sources. ",,,"4.5"
"January 18, 2017","""Cision""","https://www.g2crowd.com/products/cision/reviews/cision-review-225678","Cision is the best database for compiling targeted media lists. The customer service is fast and efficient, and they validate all requested contacts before adding them to the database. ","Sometimes the search parameters aren't ideal. Before they revamped Cision a few years back, you could create a newspaper list based on circulation, and that is no longer available. The ""top 100 newspaper"" search parameter was helpful. Clients often want to target the top 50, 100 or 150 newspaper outlets nationwide.",,,"4.5"
"January 30, 2017","""Amazing resource to step up your PR game""","https://www.g2crowd.com/products/cision/reviews/cision-review-235767","I like that this a service for my agency that cuts out the grunt work. It allows us to work my efficiently and find the best suited media outlet tailored to the specific industry we need. It provides us the tools we need to venture out into the world of bloggers and tap into resources we would not have if it weren't for Cision. ","Out of everything, the price of Cision is hard to justify when you don't have the need to use it daily. We are a full service agency, but we do not provide PR and media relations services everyday. So although this helps us tremendously when we do, the cost of it almost isn't worth it.","Definitely do your research to ensure you have the need to use it. It is a great tool and great value for the money. However, if you don't use it frequently the price seems quite high. So make sure it is a definitive need before purchasing. ",,"5"
"November 22, 2016","""Cision PR newswire and distribution service""","https://www.g2crowd.com/products/cision/reviews/cision-review-198559","Once set up, the Cision service can be a useful way to distribute PR stories online and to relevant contacts. The newsrooms look nice and the PR can easily be shared.","Very unhelpful support and any software issues take an age to sort out,.

There seems to be a high turn over of staff, so you are never able to contact your Account Manager as they have left.

Cision recently ""migrated"" my account - losing me all my images and preset templates.

After 10 days of being unable to send my PR as the migrated system was not fully functioning, I switched to another provider. During this time I sent emails and range various support helplines and the team were still very unhelpful.","Don't do it!",,".5"
"July 10, 2018","""Great for smaller agencies""","https://www.g2crowd.com/products/cision/reviews/cision-review-759808","Fairly organized and easy to use. Worked really well for our small PR agency which had multiple clients in different sectors so we could keep everything clean and organized. The training and support offered was really great, too. ","Wish there were some more features but overall very useful for small PR team and nothing major is missing functionality wise.","Really take advantage of the training and support offered, it's extremely helpful and will give you a leg up, especially in the agency setting. ",,"4.5"
"January 20, 2017","""Review of Cision""","https://www.g2crowd.com/products/cision/reviews/cision-review-228064","Having used a few other platforms, I feel Cision (formerly Vocus) best captures all earned media and its value. It is also pretty simple to distribute press releases and its database is pretty useful as well.","In trying to keep our costs down, our package makes compiling specific areas of coverage (print vs. online or broadcast, etc.) is a little more difficult than I would like, but still not too bad. Also, custom lists can be tedious in regards to uploading individual names. It would be more helpful if I could upload an Excel spreadsheet, instead.","Make sure you ask plenty of questions about what services you will receive and won't depending on what you spend.",,"4.5"
"February 15, 2018","""Cision is invaluable to any PR firm, with some caveats to consider""","https://www.g2crowd.com/products/cision/reviews/cision-review-620216","I like that Cision has a clean UI and is easy to use. Training is minimal, about 3-5 days tops. The incorporation of predictive search makes search queries quick and painless, learning with each use. Finally, the reliability of Cision, a SaaS known to many within the industry, is very helpful for researching unique visitors per month (UVM) and reach for influencer marketing and outlet ranking.","Despite the wonderful search capabilities, Cision can be very slow during searches. The database isn't always current, as we have found several notable publications and journalists are missing. So often, we have to update our contact databases ourselves. ","If you're going to use Cision, make sure you can handle outdated information and slow customer support. Ideally, I believe if Cision improved the overall customer experience, their churn rate might not be nearly as high.",,"3.5"
"January 11, 2017","""The best tool for media monitoring""","https://www.g2crowd.com/products/cision/reviews/cision-review-221449","Within the PR division, the database of reporters is constantly updated by the Cision team. List-building is easy and intuitive.","Sending emails from within Cision does have the ""unsubscribe"" along the bottom, which may come across to reporters as spam. However, it's only fair to say that the ""unsubscribe"" is a legal requirement for all services such as Cision.","Cision has so much to offer in terms of media monitoring, press release distribution, and social influencers. I'd recommend initially setting up a series of calls with Cision to make sure you're using the platform to its fullest potential.",,"4"
"April  3, 2016","""Marketing Director""","https://www.g2crowd.com/products/cision/reviews/cision-review-54707","Love the information and contact information for most of the reporters and press I am trying to connect with. It is simple for us to use and find the press we are looking to connect with. I really like being able to see who has read my email, which allows me to stay connected to those frequent openers and send less pitches to those who do not open as frequently.  ","Not every contact has all the information and is it difficult to manage lists. There is a learning curve to some of the features. ","We found this to be extremely useful while building our internal press list without using a large PR firm. ",,"4.5"
"March 31, 2016","""Top choice for PR software""","https://www.g2crowd.com/products/cision/reviews/cision-review-55248","I like the dashboard where we can track our coverage versus our competitors coverage. This helps establish a metric and visual for our C-suite in order to track our efforts. It's very high level and immediately provides credibility, which always helps to justify our expenditures when budgets are under scrutiny. ","Sometimes the daily coverage emails we get aren't always the most accurate. At the end of the month we end up adding a lot of our placed coverage in manually, because Cision doesn't pick it up when tracking our key words.","There are, of course, other options out there for Cision. When we selected it, we were also considering Vocus, which is now an acquisition of Cision's. To me, these both were the top choices as far as what they offered for the value.",,"5"
"March 30, 2016","""Continued Success""","https://www.g2crowd.com/products/cision/reviews/cision-review-55075","The accessibility and availability of all of the functions throughout the PR platform. I like that I can track my activity through charts and graphs, and also print out reports to monitor what I've done over a specified time period. Everything I need is on my dashboard and accessible to me and my team. ","I would like more training on how to use all of the features, but I would like those trainings on my own time. ","The platform is easy to use and easy to train. It is also visually appealing and it is on trend. I am constantly contacted for webinars to improve my skill set and also to find out if I need any assistance with anything. ",,"4.5"
"March 30, 2016","""Media clips and tracking are exceptional""","https://www.g2crowd.com/products/cision/reviews/cision-review-55271","In 2015, we led a primary client on an exhaustive review (that repeats every three years) of available media tracking platforms, including print, digital, broadcast and social media outlets. Cision may be the biggest player in the market and some would say that makes a company slow to respond. On the contrary,  we found CIsion's online platform highly usable, customizable and effective -- not to mention they were price competitive. During the past year, their customer service has also been quite good.  Tracking and analyzing media sources is a rapidly evolving business and the players change frequently, so I always recommend shopping carefully for what you need. Based on our experience, Cision should be on your short list.
","Not a dislike so much as a recommendation. The platform has so many features that it can be difficult to narrow down what is needed whenever a special project pops up. So a dedicated service rep who understand the clients needs immediately would be helpful.","Definitely go through the demo process and compare with other vendor offerings.",,"4.5"
"March 30, 2016","""Enhances your company's reach to the media""","https://www.g2crowd.com/products/cision/reviews/cision-review-54701","The best part about the Cision suite is how easy it is to use. Whether you are trying to create a list or simply send out a distribution everything is clearly laid out in front of you. They also have a really great database for niche industries. Working in the event industry, it can sometimes be hard to find all the global media contacts for big outlets online. Cision did not disappoint with their results. ","While they have great list for the US, some of their global contacts could use some work. Working for an international company with clients in Europe, Middle East, APAC region and North America - we need to be able to reach all these clients and potential clients. Enhanced lists in global areas would be great. 

Their account managers, at least from my experience are pretty hands off as well. I would love to have them be a little more proactive with their approach. ","They really are the best in the business with their solution, especially after acquiring Vocus. However, they can get pricey if you are in-house and have a small budget like we do and you won't see that much of a price change from year to year. ",,"4"
"October 25, 2017","""Very helpful service, but not comprehensive""","https://www.g2crowd.com/products/cision/reviews/cision-review-441154","I like that with Cision, I  as a PR professional  can look up contact info for media outlets and members of the media that I would not normally be able to find online. ","I don't like that they only have certain publications and certain reporters/editors/producers. I would say 7 times out of 10 they have what I need. But the other three times can be frustrating. ","It can be hard to navigate at first, but once you get the hang of the software, Cision can be a real lifesaver.",,"3.5"
"January 10, 2017","""It fits out needs, not much more""","https://www.g2crowd.com/products/cision/reviews/cision-review-220376","The user interface is no-frills, and the results seem to be very comprehensive. We get hits in a lot of obscure markets and they have never missed one that I know of.","The system could be more intuitive. I'd love some work along tutorials or mouse-over tips. And when I have called support, they have more of a ""here I will just do that for you"" attitude (versus my preference to actually learn how to do it.)",,,"3"
"December 15, 2017","""HARO is a Great Resource""","https://www.g2crowd.com/products/cision/reviews/cision-review-506414","We use Cision's HARO to get sources for stories and also contribute our insight for other stories. It's an excellent tool for that.","Sometimes there are queries from ""reporters"" whose platforms are small but have somehow bypassed HARO's rules for minimum Alexa ranking. ","The more you use it, the more familiar you'll get with which queries and responses work and which don't. ",,"5"
"July 23, 2018","""Great platform for PR professionals""","https://www.g2crowd.com/products/cision/reviews/cision-review-794834","Cision is the go to platform for PR professionals. It has all contacts, ability to create lists, find calendars, opportunities, plan pitches... Has everything you need. ","Cision can be a little outdated. Finding the right publication can be annoying if you don't type it in exactly right. There is so much the platform can do, but daunting to figure out how to use it all. I don't ever see or talk to our cision rep.",,,"5"
"November 28, 2016","""Take control of marketing & social media""","https://www.g2crowd.com/products/cision/reviews/cision-review-200017","The influencer search allows users to search in real time what influencers are talking about. Streams is really useful for monitoring social and traditional media in one view. The analytics feature is more advanced as well which really helps in tracking/measuring KPIs.","Im on the fence about how precise reach is as a measurement tool or share of voice. It would be nice to know if there is a distinction from an errant click, three second view or a complete interaction with the content. ","This is a great product for content distribution  (i use for press releases) as well as for research. The measurement tools are customizable to your needs with charts and dashboards that are perfect for presentations.",,"4"
"December 13, 2017","""Good for distributing press releases""","https://www.g2crowd.com/products/cision/reviews/cision-review-496942","I liked the built-in audiences and contacts to where press releases could be sent. It was a great foundation for which to build for media lists. I also like being able to gauge what people are saying about a client and what types of media are talking about the client. ","The custom email templates were not always super user friendly. It also doesn't catch all media mentions, so this would have to be supplemented by a person to help catch everything. Sometimes, the formatting would not be totally the same from what the previous function would show it to look like. ","Consider price to the amount of work put in. ",,"3.5"
"November  1, 2016","""Cision is a valuable PR tool""","https://www.g2crowd.com/products/cision/reviews/cision-review-189422","Cision is a mainstay in the PR business - it helps find essential contact information for reporters and background details for nearly any media outlet. You can search by name of outlet, reporter name, email and customize your searches to pull larger lists of specialized contacts. It's also nice to have a reference point for gauging impressions and reach, which are updated fairly often and in most profiles.","Some information and data can be outdated. It's impossible to keep up with the constant staff changes at media outlets, but you would still love to see it updated as much as possible. 

Seems like a good amount of profiles are missing impressions values or they can be outdated","Get a trial first to test it out!",,"4"
"July  7, 2017","""Cision has its downfalls, but there aren't many other options out there""","https://www.g2crowd.com/products/cision/reviews/cision-review-326855","It has a pretty robust database. Making and exporting lists are easy. It's much easier to compile media lists than using Google or other programs. I appreciate the media monitoring function; it makes tracking broadcast clips very easy. ","The interface isn't super user-friendly. A decent amount of reporter contact info is outdated. Sometimes we have to supplement our reporter research with Google searches. I don't like that you can only find social influencers on Twitter but no other social media platforms. ",,,"3.5"
"April  2, 2016","""Cision to the Rescue""","https://www.g2crowd.com/products/cision/reviews/cision-review-54631","That a lot of the media outlets have multiple contacts listed and their department. I don't always need to contact the editor or the marketing department when sending a press piece or a calendar event. Cision's organization helps me reach the most appropriate person for my message. ","The the PR tracking and ROI calculator costs so much. I would love to be able to track  my leads and what actually makes it to print and who might have seen it. But, as a small DMO we don't have the money for those sorts of resources. ",,,"5"
"July 25, 2017","""Basic PR Software That Makes Distribution Simple""","https://www.g2crowd.com/products/cision/reviews/cision-review-343255","I have used Cision's PRWeb software for several years and have always found it pretty simple to use. The UI is pretty basic though, but it provides enough functionality to get a press release distributed through a network.","Pretty basic IU... would like more bells and whistles, including a preview email mode that allows you to send a test of the web version with quote in it.","If you want basic, easy to use release software, this may be it.",,"4"
"October 26, 2017","""I miss cision every day""","https://www.g2crowd.com/products/cision/reviews/cision-review-330268","An extensive network of up to date contact information for leading national and local journalists. I left my agency role for a role at a governmental branch that doesn't have the budget for software like cision. It is HARD to do media lists without it. ","It's honestly cost prohibitive to a lot of people, but I understand that it's a huge benefit so it should be expensive. ","Get it! You will save so much time and money by using Cision to target media and influencers. We were able to start pursuing blogger relationships across the country because of Cision. Once we were able to build up a rapport with local media (thanks to cision, this was way easier and less time consuming), we could devote our time to getting into the niche mediasphere. Our clients were ecstatic that we could start pairing them with influencers across the country. ",,"4"
"January  5, 2017","""Using Cision for media lists and distribution""","https://www.g2crowd.com/products/cision/reviews/cision-review-217189","I like using Cision for building media lists, finding individual media contacts, and distributing releases. 

We also use the influencer ratings to help determine who to contact and what outlets to prioritize. It's helpful to have one place to find all the details about outlets, like circulation, focus, etc. 

","Sometimes it can be a bit glitchy and I'm often unsure whether the contacts are all updated regularly. I've also found it frustrating that you can't actually access the previous releases you've sent out. You can see that they've been sent but can't actually see what was sent. ","I recommend asking to test drive it and see the media database so you can get an idea of how helpful it would be for you. ",,"3.5"